Precision: 0.5714285714285714 , Recall 0.5714285714285714 , F1 0.5714285714285714 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.9090909090909091 , Recall 0.9090909090909091 , F1 0.9090909090909091 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7777777777777778 , Recall 0.7777777777777778 , F1 0.7777777777777778 , Coverage 1 
Precision: 0.7142857142857143 , Recall 0.7142857142857143 , F1 0.7142857142857143 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.95 , Recall 0.95 , F1 0.9500000000000001 , Coverage 1 
Precision: 0.85 , Recall 0.85 , F1 0.85 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9642857142857143 , Recall 0.9642857142857143 , F1 0.9642857142857143 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.95 , Recall 0.95 , F1 0.9500000000000001 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.96 , Recall 0.96 , F1 0.96 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9375 , Recall 0.9375 , F1 0.9375 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.95 , Recall 0.95 , F1 0.9500000000000001 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.375 , Recall 0.375 , F1 0.375 , Coverage 1 
Precision: 0.42857142857142855 , Recall 0.42857142857142855 , F1 0.42857142857142855 , Coverage 1 
Precision: 0.5714285714285714 , Recall 0.5714285714285714 , F1 0.5714285714285714 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.4444444444444444 , Recall 0.4444444444444444 , F1 0.4444444444444444 , Coverage 1 
Precision: 0.25 , Recall 0.25 , F1 0.25 , Coverage 1 
Precision: 0.42857142857142855 , Recall 0.42857142857142855 , F1 0.42857142857142855 , Coverage 1 
Precision: 0.375 , Recall 0.375 , F1 0.375 , Coverage 1 
Precision: 0.42857142857142855 , Recall 0.42857142857142855 , F1 0.42857142857142855 , Coverage 1 
Precision: 0.5555555555555556 , Recall 0.5555555555555556 , F1 0.5555555555555556 , Coverage 1 
Precision: 0.5555555555555556 , Recall 0.5555555555555556 , F1 0.5555555555555556 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.9090909090909091 , Recall 0.9090909090909091 , F1 0.9090909090909091 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9629629629629629 , Recall 0.9629629629629629 , F1 0.9629629629629629 , Coverage 1 
Precision: 0.8947368421052632 , Recall 0.8947368421052632 , F1 0.8947368421052632 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.8181818181818182 , Recall 0.8181818181818182 , F1 0.8181818181818182 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9285714285714286 , Recall 0.9285714285714286 , F1 0.9285714285714286 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.9655172413793104 , Recall 0.9655172413793104 , F1 0.9655172413793104 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.9069767441860465 , Recall 0.9069767441860465 , F1 0.9069767441860465 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8275862068965517 , Recall 0.8275862068965517 , F1 0.8275862068965517 , Coverage 1 
Precision: 0.95 , Recall 0.95 , F1 0.9500000000000001 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.926829268292683 , Recall 0.926829268292683 , F1 0.926829268292683 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6052631578947368 , Recall 0.6052631578947368 , F1 0.6052631578947368 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.868421052631579 , Recall 0.868421052631579 , F1 0.868421052631579 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7441860465116279 , Recall 0.7441860465116279 , F1 0.7441860465116278 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.967741935483871 , Recall 0.967741935483871 , F1 0.967741935483871 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.8260869565217391 , Recall 0.8260869565217391 , F1 0.8260869565217391 , Coverage 1 
Precision: 0.8148148148148148 , Recall 0.8148148148148148 , F1 0.8148148148148148 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 0.7804878048780488 , Recall 0.7804878048780488 , F1 0.7804878048780488 , Coverage 1 
Precision: 0.8863636363636364 , Recall 0.8863636363636364 , F1 0.8863636363636365 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9411764705882353 , Recall 0.9411764705882353 , F1 0.9411764705882353 , Coverage 1 
Precision: 0.975609756097561 , Recall 0.975609756097561 , F1 0.975609756097561 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9130434782608695 , Recall 0.9130434782608695 , F1 0.9130434782608695 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7 , Recall 0.7 , F1 0.7 , Coverage 1 
Precision: 0.8918918918918919 , Recall 0.8918918918918919 , F1 0.8918918918918919 , Coverage 1 
Precision: 0.8837209302325582 , Recall 0.8837209302325582 , F1 0.8837209302325582 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9387755102040817 , Recall 0.9387755102040817 , F1 0.9387755102040817 , Coverage 1 
Precision: 0.9642857142857143 , Recall 0.9642857142857143 , F1 0.9642857142857143 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 0.9047619047619048 , Recall 0.9047619047619048 , F1 0.9047619047619048 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.9473684210526315 , Recall 0.9473684210526315 , F1 0.9473684210526315 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9655172413793104 , Recall 0.9655172413793104 , F1 0.9655172413793104 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9393939393939394 , Recall 0.9393939393939394 , F1 0.9393939393939394 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9032258064516129 , Recall 0.9032258064516129 , F1 0.9032258064516129 , Coverage 1 
Precision: 0.8235294117647058 , Recall 0.8235294117647058 , F1 0.8235294117647058 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.75 , Recall 0.75 , F1 0.75 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8333333333333334 , Recall 0.8333333333333334 , F1 0.8333333333333334 , Coverage 1 
Precision: 0.9629629629629629 , Recall 0.9629629629629629 , F1 0.9629629629629629 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7692307692307693 , Recall 0.7692307692307693 , F1 0.7692307692307693 , Coverage 1 
Precision: 0.8666666666666667 , Recall 0.8666666666666667 , F1 0.8666666666666667 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9285714285714286 , Recall 0.9285714285714286 , F1 0.9285714285714286 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 0.8421052631578947 , Recall 0.8421052631578947 , F1 0.8421052631578947 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.8181818181818182 , Recall 0.8181818181818182 , F1 0.8181818181818182 , Coverage 1 
Precision: 0.3 , Recall 0.3 , F1 0.3 , Coverage 1 
Precision: 0.7272727272727273 , Recall 0.7272727272727273 , F1 0.7272727272727273 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.8947368421052632 , Recall 0.8947368421052632 , F1 0.8947368421052632 , Coverage 1 
Precision: 0.9 , Recall 0.9 , F1 0.9 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.875 , Recall 0.875 , F1 0.875 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.9142857142857143 , Recall 0.9142857142857143 , F1 0.9142857142857143 , Coverage 1 
Precision: 0.0 , Recall 0.0 , F1 0.0 , Coverage 1 
Precision: 0.8823529411764706 , Recall 0.8823529411764706 , F1 0.8823529411764706 , Coverage 1 
Precision: 0.6 , Recall 0.6 , F1 0.6 , Coverage 1 
Precision: 0.9375 , Recall 0.9375 , F1 0.9375 , Coverage 1 
Precision: 0.8260869565217391 , Recall 0.8260869565217391 , F1 0.8260869565217391 , Coverage 1 
Precision: 0.35714285714285715 , Recall 0.35714285714285715 , F1 0.35714285714285715 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.7142857142857143 , Recall 0.7142857142857143 , F1 0.7142857142857143 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 0.8125 , Recall 0.8125 , F1 0.8125 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.9696969696969697 , Recall 0.9696969696969697 , F1 0.9696969696969697 , Coverage 1 
Precision: 0.85 , Recall 0.85 , F1 0.85 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.95 , Recall 0.95 , F1 0.9500000000000001 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8 , Recall 0.8 , F1 0.8000000000000002 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.7741935483870968 , Recall 0.7741935483870968 , F1 0.7741935483870968 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 0.8125 , Recall 0.8125 , F1 0.8125 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 0.8888888888888888 , Recall 0.8888888888888888 , F1 0.8888888888888888 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7619047619047619 , Recall 0.7619047619047619 , F1 0.7619047619047619 , Coverage 1 
Precision: 0.9333333333333333 , Recall 0.9333333333333333 , F1 0.9333333333333333 , Coverage 1 
Precision: 0.8947368421052632 , Recall 0.8947368421052632 , F1 0.8947368421052632 , Coverage 1 
Precision: 0.9666666666666667 , Recall 0.9666666666666667 , F1 0.9666666666666667 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.5 , Recall 0.5 , F1 0.5 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8947368421052632 , Recall 0.8947368421052632 , F1 0.8947368421052632 , Coverage 1 
Precision: 0.8064516129032258 , Recall 0.8064516129032258 , F1 0.8064516129032258 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9428571428571428 , Recall 0.9428571428571428 , F1 0.9428571428571428 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.96 , Recall 0.96 , F1 0.96 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.6666666666666666 , Recall 0.6666666666666666 , F1 0.6666666666666666 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9487179487179487 , Recall 0.9487179487179487 , F1 0.9487179487179487 , Coverage 1 
Precision: 0.8666666666666667 , Recall 0.8666666666666667 , F1 0.8666666666666667 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9545454545454546 , Recall 0.9545454545454546 , F1 0.9545454545454546 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.88 , Recall 0.88 , F1 0.88 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.7142857142857143 , Recall 0.7142857142857143 , F1 0.7142857142857143 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.3333333333333333 , Recall 0.3333333333333333 , F1 0.3333333333333333 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8571428571428571 , Recall 0.8571428571428571 , F1 0.8571428571428571 , Coverage 1 
Precision: 0.9696969696969697 , Recall 0.9696969696969697 , F1 0.9696969696969697 , Coverage 1 
Precision: 0.9722222222222222 , Recall 0.9722222222222222 , F1 0.9722222222222222 , Coverage 1 
Precision: 0.9565217391304348 , Recall 0.9565217391304348 , F1 0.9565217391304348 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8181818181818182 , Recall 0.8181818181818182 , F1 0.8181818181818182 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.8928571428571429 , Recall 0.8928571428571429 , F1 0.8928571428571429 , Coverage 1 
Precision: 0.9166666666666666 , Recall 0.9166666666666666 , F1 0.9166666666666666 , Coverage 1 
Precision: 0.9230769230769231 , Recall 0.9230769230769231 , F1 0.9230769230769231 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 1.0 , Recall 1.0 , F1 1.0 , Coverage 1 
Precision: 0.9767441860465116 , Recall 0.9767441860465116 , F1 0.9767441860465116 , Coverage 1 
Precision: 0.7714285714285715 , Recall 0.7714285714285715 , F1 0.7714285714285715 , Coverage 1 
Precision: 0.8666666666666667 , Recall 0.8666666666666667 , F1 0.8666666666666667 , Coverage 1 
Precision: 0.9285714285714286 , Recall 0.9285714285714286 , F1 0.9285714285714286 , Coverage 1 
